time,unit,fuel,output_up
5651,9,HardCoal,0.0
5651,10,Lignite,0.0
5651,11,Lignite,80.39972400000038
5651,12,HardCoal,107.15387310832756
5652,1,NaturalGas,0.0
5652,2,NaturalGas,0.0
5652,3,Lignite,0.0
5652,4,Nuclear,6.396078999999677
5652,5,Oil,0.0
5652,6,NaturalGas,0.0
5652,7,NaturalGas,0.0
5652,8,HardCoal,0.0
5652,9,HardCoal,0.0
5652,10,Lignite,0.0
5652,11,Lignite,140.39972400000036
5652,12,HardCoal,67.15387310832756
5653,1,NaturalGas,0.0
5653,2,NaturalGas,0.0
5653,3,Lignite,0.0
5653,4,Nuclear,0.0
5653,5,Oil,0.0
5653,6,NaturalGas,25.1405861196448
5653,7,NaturalGas,0.0
5653,8,HardCoal,0.0
5653,9,HardCoal,0.0
5653,10,Lignite,0.0
5653,11,Lignite,128.06393200000008
5653,12,HardCoal,52.91242977867242
5654,1,NaturalGas,0.0
5654,2,NaturalGas,0.0
5654,3,Lignite,0.0
5654,4,Nuclear,0.0
5654,5,Oil,0.0
5654,6,NaturalGas,0.0
5654,7,NaturalGas,0.0
5654,8,HardCoal,0.0
5654,9,HardCoal,0.0
5654,10,Lignite,0.0
5654,11,Lignite,184.52824099999958
5654,12,HardCoal,12.912429778672418
5655,1,NaturalGas,0.0
5655,2,NaturalGas,0.0
5655,3,Lignite,0.0
5655,4,Nuclear,17.075198999999852
5655,5,Oil,0.0
5655,6,NaturalGas,0.0
5655,7,NaturalGas,0.0
5655,8,HardCoal,0.0
5655,9,HardCoal,0.0
5655,10,Lignite,0.0
5655,11,Lignite,161.39113754539673
5655,12,HardCoal,0.0
5656,1,NaturalGas,0.0
5656,2,NaturalGas,0.0
5656,3,Lignite,0.0
5656,4,Nuclear,0.0
5656,5,Oil,0.0
5656,6,NaturalGas,0.0
5656,7,NaturalGas,0.0
5656,8,HardCoal,0.0
5656,9,HardCoal,0.0
5656,10,Lignite,0.0
5656,11,Lignite,152.85109400000016
5656,12,HardCoal,3.6520913085144713
5657,1,NaturalGas,0.0
5657,2,NaturalGas,0.0
5657,3,Lignite,0.0
5657,4,Nuclear,0.0
5657,5,Oil,0.0
5657,6,NaturalGas,0.0
5657,7,NaturalGas,0.0
5657,8,HardCoal,0.0
5657,9,HardCoal,0.0
5657,10,Lignite,0.0
5657,11,Lignite,110.62982100000005
5657,12,HardCoal,10.984315158838953
5658,1,NaturalGas,0.0
5658,2,NaturalGas,0.0
5658,3,Lignite,0.0
5658,4,Nuclear,0.0
5658,5,Oil,0.0
5658,6,NaturalGas,0.0
5658,7,NaturalGas,0.0
5658,8,HardCoal,0.0
5658,9,HardCoal,0.0
5658,10,Lignite,0.0
5658,11,Lignite,73.68646700000023
5658,12,HardCoal,11.146888108854647
5659,1,NaturalGas,0.0
5659,2,NaturalGas,0.0
5659,3,Lignite,0.0
5659,4,Nuclear,0.0
5659,5,Oil,0.0
5659,6,NaturalGas,0.0
5659,7,NaturalGas,0.0
5659,8,HardCoal,0.0
5659,9,HardCoal,0.0
5659,10,Lignite,0.0
5659,11,Lignite,57.44011484653257
5659,12,HardCoal,8.944184191280469
5660,1,NaturalGas,0.0
5660,2,NaturalGas,0.0
5660,3,Lignite,0.0
5660,4,Nuclear,2.054545999999835
5660,5,Oil,0.0
5660,6,NaturalGas,0.0
5660,7,NaturalGas,0.0
5660,8,HardCoal,0.0
5660,9,HardCoal,0.0
5660,10,Lignite,0.0
5660,11,Lignite,57.44011484653259
5660,12,HardCoal,0.0
5661,1,NaturalGas,0.0
5661,2,NaturalGas,0.0
